sexo,altura,peso
F,159.37,61.4
F,159.42,61.06
F,166.49,68.07
F,160.31,57.84
F,161.9,61.78
F,171.4,77.39
F,151.8,43.32
F,162.63,62.99
F,162.39,59.39
F,173.39,78.65
F,153.1,41.75
F,160.63,49.53
F,165.96,73.22
F,157.66,60.17
F,167.61,75.68
F,161.54,64.72
F,148.9,47.94
F,158.37,67.03
F,157.64,61.49
F,165.44,74.11
F,162.0,57.14
F,156.45,57.01
F,160.38,61.12
F,155.92,63.2
F,158.51,60.26
F,160.27,58.01
F,165.83,65.98
F,172.3,81.78
F,154.69,53.1
F,157.51,55.66
F,172.74,72.8
F,163.62,72.55
F,164.44,66.25
F,155.39,53.99
F,175.59,78.81
F,151.79,48.16
F,162.26,60.45
F,161.54,56.62
F,168.91,74.49
F,163.57,67.3
F,171.59,70.05
F,161.26,69.37
F,157.99,60.97
F,165.93,63.07
F,169.59,69.38
F,162.87,65.53
F,169.03,70.73
F,162.03,62.33
F,168.11,66.26
F,165.19,66.09
F,148.33,52.12
F,159.4,65.17
F,154.98,55.59
F,153.44,48.37
F,165.7,61.53
F,168.18,64.83
F,160.97,59.15
F,167.36,62.05
F,157.71,51.14
F,162.37,66.59
F,149.31,41.18
F,166.63,69.31
F,168.38,63.48
F,166.17,64.74
F,173.04,70.5
F,171.19,73.2
F,173.49,76.56
F,174.81,85.59
F,162.98,63.34
F,169.13,65.32
F,173.22,78.19
F,172.49,74.57
F,176.22,80.6
F,163.97,66.38
F,165.09,56.19
F,154.26,58.94
F,169.33,73.04
F,166.18,64.62
F,165.24,67.5
F,168.26,75.12
F,165.93,60.64
F,161.95,53.32
F,169.2,67.45
F,164.35,66.61
F,154.13,51.55
F,162.01,63.69
F,154.58,53.39
F,164.74,63.86
F,167.13,68.75
F,159.09,57.85
F,161.0,51.94
F,158.94,54.7
F,179.49,73.61
F,159.31,54.2
F,171.18,75.97
F,151.28,50.31
F,161.77,59.12
F,161.9,63.71
F,168.19,64.88
F,156.24,61.26
F,159.46,61.52
F,157.34,50.19
F,168.16,62.22
F,162.01,60.89
F,160.35,61.96
F,162.28,65.49
F,169.77,69.36
F,167.78,68.49
F,163.23,73.85
F,156.18,54.13
F,169.75,75.0
F,152.67,55.5
F,165.55,61.09
F,158.65,61.73
F,155.86,52.24
F,161.6,62.55
F,154.36,46.85
F,163.94,73.67
F,166.62,65.81
F,171.49,76.8
F,157.05,65.73
F,146.44,44.85
F,168.05,71.75
F,166.86,79.29
F,148.95,41.34
F,168.19,79.42
F,149.86,46.48
F,172.63,66.82
F,173.38,75.23
F,162.9,68.27
F,165.24,64.03
F,152.94,49.74
F,155.25,56.06
F,175.56,76.6
F,169.52,69.37
F,156.75,58.87
F,168.07,78.02
F,142.44,42.86
F,172.62,79.54
F,160.91,63.15
F,156.08,45.73
F,174.0,80.24
F,156.13,55.73
F,173.91,78.28
F,166.12,66.66
F,142.52,36.53
F,171.36,79.76
F,162.35,66.05
F,164.61,62.82
F,155.51,59.21
F,161.47,63.14
F,148.6,46.32
F,173.13,71.71
F,161.94,67.53
F,168.66,67.42
F,151.3,59.02
F,162.71,62.51
F,157.03,68.78
F,172.12,69.87
F,151.26,60.32
F,159.18,56.26
F,167.49,64.79
F,154.4,60.44
F,171.15,72.04
F,159.55,51.86
F,160.95,58.08
F,171.09,74.24
F,158.92,58.46
F,160.2,64.05
F,158.08,53.91
F,154.13,54.86
F,157.84,53.2
F,153.68,53.38
F,157.95,59.72
F,163.8,64.38
F,165.78,67.22
F,169.64,69.13
F,152.12,49.27
F,168.16,76.7
F,172.47,68.37
F,150.08,45.83
F,175.59,74.76
F,169.7,63.41
F,162.94,65.76
F,160.69,62.31
F,159.05,62.63
F,164.4,71.66
F,161.14,63.57
F,161.04,53.65
F,163.31,54.48
F,153.08,48.14
F,164.91,55.56
F,168.95,64.9
F,163.4,63.59
F,165.97,67.46
F,158.1,60.48
F,153.99,58.34
F,163.75,61.32
F,168.69,68.47
F,175.2,75.85
F,157.44,53.36
F,157.89,53.76
F,155.98,63.46
F,164.46,56.49
F,162.16,63.51
F,168.3,72.82
F,164.1,68.51
F,163.6,61.8
F,172.27,69.52
F,161.88,65.67
F,175.95,76.29
F,171.81,66.18
F,153.84,50.12
F,152.49,53.35
F,151.45,48.75
F,173.57,79.44
F,166.85,72.05
F,173.15,74.83
F,171.5,68.84
F,161.2,57.47
F,161.91,57.29
F,170.37,72.78
F,159.24,57.47
F,170.78,69.59
F,159.52,57.16
F,157.78,62.27
F,146.83,48.85
F,161.07,54.98
F,158.46,62.38
F,157.61,57.63
F,162.0,67.99
F,174.54,75.66
F,165.3,67.46
F,156.36,52.9
F,156.77,55.16
F,163.88,66.69
F,154.36,49.82
F,165.75,63.73
F,160.67,61.63
F,165.21,64.82
F,162.01,63.2
F,159.82,59.68
F,160.71,67.64
F,163.64,62.13
F,165.49,62.51
F,163.18,62.78
F,157.21,53.36
F,159.4,55.57
F,171.99,65.96
F,168.39,76.27
F,148.79,49.47
F,156.6,58.53
F,148.52,46.74
F,164.99,65.66
F,147.19,41.49
F,173.0,70.21
F,152.77,48.61
F,166.73,70.72
F,162.11,63.0
F,171.57,68.44
F,171.32,76.44
F,165.01,57.07
F,157.86,59.47
F,164.09,76.62
F,165.39,64.85
F,163.35,72.01
F,159.15,56.36
F,162.47,50.16
F,164.93,58.61
F,169.39,71.57
F,172.78,73.78
F,159.77,62.16
F,161.71,55.41
F,148.28,43.81
F,158.1,51.39
F,170.88,70.6
F,157.29,61.09
F,156.58,61.0
F,160.36,59.2
F,166.82,66.46
F,157.04,58.82
F,156.63,54.71
F,166.87,66.06
F,150.53,53.31
F,163.88,60.46
F,162.32,76.69
F,153.96,59.14
F,167.49,71.29
F,150.57,39.41
F,169.68,68.98
F,162.03,55.39
F,166.83,62.17
F,171.23,66.27
F,164.5,68.29
F,168.46,67.56
F,161.79,54.87
F,156.85,64.09
F,158.36,58.39
F,168.62,56.37
F,156.45,63.67
F,172.57,64.85
F,164.38,66.31
F,163.84,64.88
F,159.48,59.0
F,175.89,76.3
F,154.81,52.07
F,167.07,76.06
F,178.01,75.19
F,163.57,64.29
F,158.16,58.67
F,165.97,74.4
F,167.34,59.77
F,154.13,54.07
F,163.54,60.38
F,172.87,68.48
F,162.53,64.18
F,162.82,64.3
F,164.46,67.74
F,160.41,54.06
F,154.78,61.51
F,156.7,55.68
F,167.0,63.43
F,174.42,76.45
F,156.68,57.16
F,163.51,61.52
F,153.53,49.75
F,166.64,70.78
F,159.47,49.46
F,155.2,52.14
F,165.15,71.09
F,146.0,39.69
F,151.2,55.81
F,157.98,54.44
F,152.4,51.69
F,157.52,54.99
F,158.98,54.22
F,174.3,73.19
F,154.57,63.87
F,157.85,58.5
F,150.32,48.43
F,155.83,55.32
F,174.25,81.28
F,164.67,58.22
F,160.05,55.24
F,151.99,58.04
F,157.39,60.5
F,155.56,46.68
F,156.82,57.68
F,159.05,53.85
F,166.32,65.61
F,158.02,52.1
F,152.4,43.93
F,166.45,71.94
F,163.19,65.78
F,162.79,63.74
F,158.76,64.7
F,159.11,64.81
F,169.28,66.02
F,173.03,74.09
F,157.5,62.14
F,166.61,68.46
F,161.49,63.85
F,166.53,64.09
F,144.16,40.32
F,147.44,41.88
F,174.22,77.64
F,161.8,69.36
F,160.47,63.07
F,171.79,74.78
F,169.01,72.57
F,158.07,62.0
F,153.87,44.44
F,160.91,61.77
F,170.31,72.91
F,171.5,77.26
F,166.76,72.34
F,159.06,64.84
F,161.29,62.23
F,167.31,70.96
F,164.71,65.73
F,153.05,49.94
F,180.17,79.81
F,151.55,48.68
F,157.98,62.27
F,168.43,66.94
F,166.82,67.26
F,149.5,44.7
F,161.77,60.32
F,160.44,59.3
F,153.92,48.52
F,159.58,50.63
F,159.29,54.34
F,158.0,55.76
F,162.2,56.88
F,154.88,56.75
F,169.42,61.62
F,153.17,61.1
F,158.9,58.71
F,160.04,63.23
F,155.95,53.63
F,162.59,55.25
F,157.73,49.6
F,165.74,67.83
F,172.82,73.43
F,166.64,61.75
F,165.54,63.5
F,161.84,65.43
F,165.02,61.11
F,158.97,60.21
F,167.83,73.91
F,154.09,55.16
F,164.71,67.89
F,158.3,59.93
F,161.35,66.69
F,155.16,57.68
F,162.99,57.7
F,168.3,69.75
F,145.31,45.13
F,160.84,59.36
F,149.81,48.07
F,163.56,69.05
F,168.56,69.29
F,163.92,59.27
F,169.15,70.0
F,164.49,68.92
F,151.8,60.55
F,160.91,70.76
F,162.36,66.6
F,165.78,73.25
F,168.63,67.16
F,164.73,61.24
F,169.91,68.73
F,167.38,68.26
F,161.92,60.56
F,158.74,62.39
F,167.79,64.09
F,158.43,61.56
F,161.14,61.15
F,163.9,59.48
F,163.19,63.16
F,161.18,56.26
F,164.45,66.82
F,162.31,68.12
F,155.12,50.7
F,160.48,53.08
F,163.11,62.42
F,156.21,46.58
F,162.5,64.58
F,155.59,59.63
F,166.77,62.09
F,162.88,61.24
F,172.03,66.91
F,143.84,40.59
F,147.86,44.85
F,152.5,57.01
F,151.12,56.97
F,166.51,60.49
F,160.19,59.49
F,159.68,54.54
F,166.31,62.65
F,170.99,67.62
F,153.43,55.44
F,159.49,66.22
F,163.79,63.51
F,162.04,56.54
F,160.97,62.61
F,159.5,56.03
F,159.75,58.94
F,160.34,54.56
F,155.93,59.3
F,165.25,64.55
F,154.04,55.28
F,162.27,57.58
F,165.63,68.27
F,172.63,73.67
F,158.25,58.24
F,169.6,57.32
F,165.67,58.58
F,164.63,66.18
F,155.72,55.58
F,163.91,67.23
F,157.54,53.06
F,156.92,54.41
F,163.16,64.14
F,158.35,62.37
F,149.94,48.85
F,165.76,67.86
F,161.76,57.88
F,169.91,63.66
F,150.29,50.82
F,150.21,51.47
F,154.85,49.87
F,167.13,60.94
F,168.71,71.1
F,146.15,43.63
F,157.24,51.97
F,165.62,65.12
F,175.74,74.41
F,162.58,69.88
F,162.45,57.81
F,168.32,64.37
F,165.54,65.26
F,157.31,56.6
F,169.71,76.48
F,159.77,62.33
F,158.43,61.18
F,169.78,68.7
F,162.27,56.59
F,169.79,74.97
F,168.92,65.41
F,149.11,46.26
F,160.47,62.61
F,165.48,55.68
F,160.24,56.45
F,157.73,60.65
F,164.05,58.69
F,160.77,72.49
F,162.79,64.48
F,158.0,59.21
F,155.43,46.99
F,170.83,64.8
F,181.45,79.4
F,153.8,49.09
F,159.03,56.74
F,157.17,49.05
F,158.28,56.15
F,162.72,52.83
F,152.9,58.0
F,173.31,73.18
F,166.17,61.06
F,166.73,67.36
F,151.16,48.37
F,165.05,58.89
F,167.33,72.49
F,150.64,49.18
F,167.82,64.68
F,165.58,69.17
F,166.86,63.78
F,158.97,60.75
F,168.68,73.48
F,165.43,59.9
F,166.07,58.68
F,170.64,72.27
F,163.23,67.31
F,163.0,64.61
F,155.2,54.62
F,173.34,71.78
F,161.09,57.14
F,167.34,72.52
F,165.11,70.79
F,156.74,54.71
F,176.37,77.17
F,166.2,69.77
F,164.7,64.81
F,164.82,69.67
F,157.04,65.57
F,162.41,56.79
F,162.36,63.9
F,154.22,52.93
F,162.51,71.04
F,174.34,70.95
F,155.7,62.59
F,154.66,51.28
F,162.87,63.98
F,173.26,65.99
F,170.24,73.49
F,178.48,71.77
F,154.54,59.56
F,159.56,64.98
F,171.93,80.51
F,155.58,55.71
F,167.83,70.85
F,176.12,76.04
F,153.87,57.77
F,156.6,64.18
F,161.89,63.36
F,158.07,49.08
F,165.56,65.21
F,166.36,68.74
F,165.72,65.66
F,167.43,74.87
F,141.86,47.07
F,149.38,42.21
F,161.8,64.56
F,159.64,65.91
F,164.84,65.02
F,161.01,50.13
F,163.16,65.01
F,161.38,62.43
F,168.16,69.59
F,153.4,59.32
F,176.85,72.52
F,170.94,73.32
F,158.98,60.02
F,164.68,61.88
F,157.29,51.56
F,162.84,66.57
F,155.31,53.89
F,164.05,63.85
F,163.48,64.05
F,167.81,71.9
F,151.97,45.23
F,162.58,61.54
F,162.84,60.86
F,156.91,55.52
F,162.7,63.25
F,167.48,69.0
F,160.32,55.39
F,174.76,76.18
F,178.5,84.82
F,158.31,65.75
F,151.93,50.85
F,160.01,55.59
F,157.44,50.13
F,162.96,62.07
F,153.73,56.58
F,162.91,60.32
F,161.87,63.52
F,168.07,69.74
F,172.05,69.27
F,172.3,72.74
F,147.6,43.67
F,156.29,52.26
F,159.75,68.65
F,160.29,62.75
F,162.75,57.71
F,158.52,65.02
F,163.36,65.25
F,167.34,75.46
F,169.23,64.04
F,157.55,55.87
F,156.13,62.21
F,154.5,51.54
F,153.9,49.58
F,152.72,54.0
F,144.41,44.16
F,155.71,58.18
F,151.66,49.86
F,176.78,78.71
F,170.03,61.75
F,148.96,43.78
F,154.2,53.22
F,157.07,57.76
F,169.89,73.88
F,155.05,59.74
F,159.9,61.11
F,168.57,71.49
F,166.81,72.53
F,154.1,45.61
F,160.44,54.86
F,166.74,74.64
F,149.77,41.63
F,161.42,59.56
F,169.28,68.7
F,165.29,63.53
F,152.15,53.74
F,157.56,58.4
F,174.47,78.52
F,170.81,78.34
F,158.81,57.67
F,154.43,57.12
F,149.07,54.25
F,164.75,62.52
F,179.18,88.95
F,168.28,63.75
F,159.41,61.12
F,153.5,53.74
F,164.67,64.9
F,156.54,64.4
F,164.84,67.83
F,160.69,67.58
F,163.67,55.59
F,156.88,67.11
F,152.73,48.95
F,150.65,41.75
F,170.03,61.24
F,160.12,64.03
F,166.47,67.72
F,160.11,65.01
F,160.95,61.64
F,165.66,69.6
F,153.31,57.99
F,173.15,72.73
F,164.45,64.4
F,166.11,64.19
F,159.88,59.54
F,170.46,73.28
F,155.62,45.92
F,165.33,60.47
F,165.82,58.65
F,165.08,62.51
F,164.7,70.05
F,152.88,53.5
F,176.89,71.22
F,146.49,57.13
F,156.39,58.31
F,146.2,47.71
F,167.13,65.22
F,159.9,54.74
F,175.39,75.5
F,162.63,66.58
F,151.13,58.48
F,163.15,68.74
F,167.1,72.29
F,157.98,55.59
F,159.58,55.82
F,154.11,51.13
F,154.39,52.11
F,152.81,52.67
F,148.96,43.45
F,163.31,67.16
F,154.31,51.45
F,168.12,68.64
F,166.83,65.43
F,156.34,58.86
F,161.03,68.29
F,157.34,56.8
F,162.69,61.6
F,164.02,67.35
F,161.28,61.2
F,159.18,50.39
F,159.54,56.37
F,159.15,56.19
F,150.97,50.74
F,163.81,57.93
F,154.16,58.98
F,161.82,61.62
F,151.89,46.62
F,161.35,58.93
F,173.89,77.16
F,169.29,72.39
F,169.47,66.63
F,165.5,62.03
F,176.53,80.75
F,160.12,59.44
F,154.13,52.09
F,150.12,46.91
F,152.41,51.91
F,159.49,54.06
F,156.34,55.74
F,171.4,74.6
F,164.57,63.69
F,158.6,55.08
F,169.05,68.05
F,157.95,50.39
F,165.89,61.89
F,172.3,70.89
F,162.0,75.35
F,155.79,48.74
F,168.45,62.84
F,162.85,60.92
F,160.29,53.03
F,147.86,46.16
F,160.02,54.52
F,150.72,49.98
F,160.1,57.49
F,161.34,59.16
F,157.73,61.86
F,160.48,59.99
F,165.27,69.66
F,174.46,75.26
F,160.11,59.02
F,160.68,56.34
F,162.34,59.43
F,147.8,48.56
F,146.81,39.1
F,166.03,63.14
F,157.63,55.43
F,159.0,52.06
F,161.83,63.78
F,152.69,57.93
F,171.74,71.56
F,148.3,38.92
F,154.71,54.56
F,170.14,64.83
F,153.84,48.44
F,156.52,55.9
F,158.65,57.46
F,157.05,52.98
F,154.61,52.22
F,168.04,73.64
F,154.79,50.31
F,153.66,50.73
F,168.07,69.71
F,163.87,63.06
F,161.13,64.22
F,158.27,59.59
F,159.76,56.72
F,163.86,60.16
F,164.46,60.57
F,160.88,65.64
F,159.54,55.83
F,161.28,66.33
F,162.7,67.93
F,163.44,62.97
F,160.23,61.67
F,163.58,63.11
F,164.29,62.98
F,170.67,71.82
F,162.22,57.53
F,160.82,62.27
F,150.7,46.5
F,159.1,60.97
F,153.47,52.66
F,156.61,51.97
F,154.52,48.66
F,164.13,55.15
F,153.98,54.61
F,163.01,66.51
F,164.36,73.34
F,152.32,47.0
F,165.85,62.96
F,162.16,58.77
F,160.45,64.42
F,167.54,67.99
F,168.02,73.59
F,159.49,54.62
F,167.0,64.44
F,154.87,62.79
F,162.8,67.71
F,169.71,71.14
F,168.72,60.15
F,167.3,71.74
F,151.79,47.15
F,162.83,65.67
F,151.62,50.06
F,159.49,64.28
F,167.46,56.93
F,160.51,63.29
F,169.23,72.64
F,163.91,65.36
F,156.87,49.91
F,171.16,73.73
F,160.72,52.96
F,155.25,56.06
F,163.23,60.0
F,177.79,80.08
F,173.65,69.74
F,171.47,77.83
F,162.67,74.99
F,158.77,55.13
F,161.39,65.03
F,160.12,58.76
F,166.97,63.34
F,167.96,68.24
F,168.13,76.08
F,166.71,62.75
F,159.21,61.19
F,161.89,62.57
F,154.43,49.49
F,161.32,51.75
F,161.12,66.21
F,157.63,52.34
F,163.56,57.94
F,162.11,69.69
F,158.11,52.89
F,161.16,60.56
F,162.77,60.53
F,162.3,51.0
F,159.12,60.38
F,168.75,66.13
F,162.21,62.21
F,161.75,70.27
F,164.47,62.77
F,168.28,69.79
F,158.73,53.21
F,166.32,67.01
F,155.37,50.61
F,163.55,59.39
F,159.31,62.7
F,154.86,52.39
F,159.42,53.37
F,158.02,57.15
F,168.14,76.11
F,161.98,61.82
F,167.14,70.93
F,161.52,58.34
F,151.08,49.39
F,161.82,58.64
F,153.75,50.06
F,172.34,74.2
F,152.44,53.37
F,163.46,63.19
F,163.31,59.53
F,154.08,53.49
F,157.97,54.35
F,152.85,49.56
F,151.49,45.6
F,162.26,64.86
F,163.7,63.66
F,162.79,61.61
F,158.7,69.53
F,158.16,62.77
F,151.66,52.13
F,166.48,61.1
F,168.52,71.12
F,160.64,57.01
F,159.56,46.45
F,173.76,69.61
F,159.3,49.26
F,163.27,73.62
F,157.29,57.07
F,159.35,64.11
F,160.26,62.19
F,148.42,51.94
F,176.17,82.38
F,171.35,71.33
F,159.6,58.45
F,153.11,52.83
F,170.89,68.5
F,176.23,82.69
F,153.41,56.17
F,158.58,52.69
F,158.07,64.48
F,152.59,63.09
F,166.37,66.58
F,155.55,59.21
F,152.86,57.31
F,156.15,52.74
F,174.13,68.85
F,172.66,71.59
F,153.67,54.88
F,157.6,64.06
F,152.87,45.07
F,168.27,70.04
F,167.45,62.23
F,161.65,55.11
F,157.88,60.76
F,170.26,66.01
F,159.3,51.54
F,148.84,48.56
F,169.86,66.25
F,165.56,68.02
F,161.74,55.5
F,160.57,61.19
F,161.2,60.04
F,167.85,68.36
F,163.99,64.79
F,170.43,67.39
F,165.2,58.75
F,158.3,63.2
F,173.67,74.3
F,156.24,61.88
F,160.42,59.98
F,158.03,60.61
F,166.53,61.06
F,163.99,62.34
F,165.34,70.79
F,157.01,53.67
F,164.23,61.71
F,168.23,69.09
F,161.84,58.0
F,157.02,55.15
F,161.42,64.39
F,162.19,62.21
F,161.43,61.12
F,168.04,68.75
F,158.47,50.26
F,174.94,75.11
F,165.73,62.22
F,151.68,49.81
F,154.99,54.81
F,150.14,47.57
F,156.63,52.47
F,158.41,58.25
F,167.73,59.99
F,163.22,59.6
F,156.34,56.48
F,156.53,60.93
F,165.75,62.33
F,164.31,54.47
F,163.08,65.15
F,156.31,56.93
F,159.45,62.37
F,152.72,50.61
F,169.65,64.76
F,162.84,59.77
F,152.74,58.85
F,163.95,64.95
F,164.48,66.28
F,161.49,65.34
F,157.36,57.75
F,157.87,60.79
F,164.86,69.21
F,159.88,62.04
F,148.62,51.61
F,166.84,65.54
F,158.34,60.83
F,152.15,54.24
F,164.3,65.5
F,164.73,71.87
F,154.1,56.08
F,162.02,58.15
F,172.92,82.87
F,159.3,52.64
F,154.75,52.07
F,160.92,55.39
F,170.7,70.84
F,148.14,53.09
F,172.76,77.93
F,152.44,60.48
F,162.85,66.63
F,176.39,74.56
F,166.93,63.51
F,168.6,69.6
F,164.5,61.59
F,159.59,64.67
F,144.65,48.61
F,156.85,51.26
F,172.07,69.24
F,165.75,70.38
F,160.13,54.4
F,161.11,60.04
F,152.25,56.02
F,171.26,71.06
F,161.42,58.59
F,161.53,65.99
F,162.44,59.92
F,159.11,66.56
F,148.89,51.73
F,157.6,52.85
F,165.31,67.67
F,163.97,61.03
F,157.94,60.73
F,153.42,53.85
F,143.96,44.12
F,158.62,60.03
F,165.52,68.94
F,157.28,52.56
F,138.73,32.38
F,141.58,49.04
F,158.18,59.01
F,158.93,57.24
F,158.52,64.76
F,152.85,44.79
F,156.64,61.11
F,171.03,74.81
F,174.7,80.04
F,153.78,46.51
F,162.07,65.97
F,166.97,65.36
F,152.96,49.53
F,159.75,53.62
F,169.37,66.75
F,159.34,50.01
F,166.24,63.78
F,156.73,56.61
F,171.53,71.54
F,156.5,53.12
F,162.41,67.97
F,168.39,69.46
F,173.29,73.9
F,169.27,73.56
F,163.38,67.43
F,170.93,73.72
F,157.14,48.41
F,156.57,53.46
F,157.67,46.78
F,163.49,57.39
F,175.61,75.15
F,161.09,62.79
F,167.34,68.52
F,160.89,63.03
F,168.17,67.07
F,174.72,76.63
F,164.35,69.21
F,164.44,69.39
F,166.64,69.96
F,168.24,65.87
F,165.37,71.48
F,167.05,69.26
F,169.35,67.33
F,157.29,59.32
F,167.8,72.71
F,170.59,72.67
F,144.72,40.45
F,162.77,71.48
F,160.55,63.71
F,147.27,41.78
F,159.1,58.77
F,170.88,66.45
F,175.47,74.22
F,158.44,59.32
F,164.75,72.38
F,158.07,55.68
F,179.43,83.14
F,166.09,63.83
F,160.81,60.97
F,168.31,72.01
F,168.36,60.22
F,160.64,54.08
F,163.62,53.22
F,177.84,85.56
F,177.13,72.41
F,157.2,50.31
F,163.1,71.76
F,158.77,57.21
F,163.21,56.65
F,159.52,56.59
F,158.12,55.6
F,160.17,60.76
F,157.37,59.41
F,150.31,52.37
F,168.61,68.1
F,165.29,67.69
F,154.22,59.26
F,159.12,56.15
F,154.83,48.03
F,174.88,80.87
F,161.53,65.51
F,163.11,66.05
F,163.71,69.41
F,144.25,43.24
F,170.2,68.83
F,175.24,83.3
F,151.79,45.52
F,163.6,59.66
F,156.41,62.17
F,160.4,63.81
F,147.42,45.59
F,169.12,65.0
F,170.14,63.51
F,167.74,62.54
F,164.09,67.42
F,167.48,61.66
F,166.76,65.11
F,153.08,51.29
F,159.86,59.35
F,167.94,76.01
F,163.34,60.27
F,163.0,67.73
F,162.65,62.91
F,159.12,55.49
F,161.46,61.15
F,155.72,54.26
F,164.19,54.13
F,162.3,57.43
F,150.72,47.76
F,167.95,65.03
F,164.25,66.22
F,153.2,50.79
F,169.81,74.5
F,159.66,60.81
F,152.84,50.25
F,160.74,58.28
F,160.37,53.21
F,170.72,74.88
F,152.81,59.34
F,175.18,69.14
F,157.21,69.61
F,172.06,78.18
F,157.64,56.76
F,157.97,55.15
F,164.43,60.14
F,162.46,72.44
F,162.37,63.35
F,160.06,65.52
F,160.91,65.35
F,156.81,48.28
F,165.91,70.07
F,157.06,53.69
F,168.03,65.85
F,168.71,64.47
F,161.36,59.79
F,165.61,67.17
F,165.62,59.07
F,171.35,70.9
F,159.97,58.93
F,157.88,55.24
F,166.1,64.83
F,174.81,79.39
F,173.19,72.14
F,152.51,44.01
F,156.04,54.25
F,171.26,75.72
F,161.49,53.39
F,167.11,54.28
F,159.1,61.97
F,162.11,62.06
F,164.86,61.15
F,158.56,53.49
F,151.76,46.43
F,162.29,67.57
F,165.55,65.93
F,167.08,61.99
F,155.64,50.03
F,145.29,47.16
F,165.13,65.04
F,158.73,62.18
F,151.73,58.52
F,168.86,67.38
F,154.84,55.86
F,158.73,53.82
F,165.71,70.49
F,161.98,58.19
F,149.53,41.85
F,151.95,63.29
F,163.76,66.61
F,159.05,58.04
F,163.22,55.51
F,166.44,58.48
F,158.4,67.46
F,165.17,62.08
F,160.85,65.44
F,175.1,71.46
F,161.2,60.8
F,165.31,62.22
F,153.89,52.81
F,160.54,60.64
F,156.53,53.87
F,148.3,46.3
F,169.29,71.77
F,148.65,58.41
F,160.66,65.24
F,176.39,77.03
F,158.62,55.61
F,160.19,42.38
F,160.75,55.0
F,167.89,70.11
F,163.91,56.69
F,162.71,59.56
F,162.24,59.06
F,176.81,77.12
F,171.17,76.94
F,159.64,57.84
F,159.86,56.38
F,168.05,70.72
F,161.04,65.92
F,166.3,70.57
F,152.39,52.53
F,158.94,50.52
F,154.48,60.73
F,162.78,57.6
F,158.11,55.35
F,163.8,67.23
F,153.41,57.6
F,156.16,49.01
F,163.82,63.42
F,152.2,56.95
F,142.41,40.63
F,171.26,71.35
F,159.11,52.08
F,151.8,47.7
F,167.63,64.36
F,151.92,49.74
F,171.94,74.35
F,154.97,49.43
F,156.95,56.1
F,161.1,60.16
F,155.78,63.41
F,162.56,66.08
F,176.06,70.07
F,156.45,55.44
F,164.81,59.25
F,168.31,64.09
F,162.76,60.04
F,157.29,59.76
F,161.93,58.91
F,162.55,59.23
F,153.17,54.71
F,167.78,71.52
F,173.84,69.67
F,164.31,53.99
F,161.58,56.13
F,147.24,53.85
F,160.0,61.99
F,159.15,59.75
F,167.1,72.95
F,153.02,61.47
F,163.87,56.51
F,163.67,68.91
F,157.04,55.01
F,159.86,57.94
F,155.03,50.5
F,161.06,58.6
F,145.98,43.69
F,159.84,61.96
F,168.15,68.66
F,151.39,52.27
F,162.21,53.05
F,159.97,70.05
F,160.06,59.88
F,168.7,64.84
F,165.06,67.21
F,150.54,45.65
F,174.52,74.89
F,163.66,62.6
F,160.21,57.93
F,170.36,72.76
F,159.38,63.45
F,168.57,70.95
F,152.73,55.76
F,159.37,60.21
F,171.31,73.68
F,164.48,64.47
F,157.96,54.33
F,160.88,57.33
F,168.35,65.72
F,152.13,58.59
F,160.57,64.6
F,175.51,80.29
F,168.06,62.61
F,155.67,54.22
F,153.1,48.47
F,160.57,63.39
F,161.33,54.8
F,157.01,52.73
F,169.05,71.97
F,163.79,60.47
F,154.61,54.58
F,161.56,61.98
F,155.72,55.29
F,160.17,52.83
F,142.49,47.61
F,160.51,57.3
F,160.11,63.18
F,169.98,66.17
F,164.6,72.52
F,163.85,61.06
F,176.03,81.09
F,155.89,50.49
F,167.07,72.97
F,173.89,79.9
F,152.65,55.68
F,158.87,56.23
F,166.63,68.7
F,171.84,79.3
F,163.51,58.65
F,154.72,56.17
F,157.46,50.32
F,150.2,58.76
F,159.68,50.56
F,165.37,64.54
F,156.62,51.06
F,148.93,46.48
F,176.88,80.55
F,171.58,72.91
F,157.94,61.51
F,158.27,61.8
F,154.58,51.81
F,168.06,66.53
F,147.64,44.64
F,166.74,65.29
F,168.85,67.68
F,161.61,65.34
F,158.53,62.17
F,166.27,72.14
F,161.09,56.56
F,155.87,56.66
F,162.87,66.59
F,150.74,45.4
F,166.24,67.96
F,146.79,46.86
F,149.93,52.99
F,168.09,64.7
F,162.6,62.01
F,164.06,70.28
F,165.35,64.58
F,154.26,51.36
F,158.54,58.86
F,151.0,50.86
F,148.57,42.27
F,160.31,65.89
F,158.49,55.12
F,163.11,76.45
F,159.98,63.02
F,159.1,56.24
F,151.73,56.63
F,159.27,61.5
F,147.66,40.53
F,166.97,61.53
F,154.55,44.33
F,160.44,62.61
F,161.3,56.02
F,160.3,61.6
F,175.72,79.83
F,165.39,69.8
F,159.2,49.51
F,162.51,62.16
F,161.67,56.97
F,165.97,63.77
F,162.74,58.32
F,173.68,71.45
F,155.24,45.86
F,164.0,62.34
F,176.15,82.85
F,161.02,60.93
F,144.18,35.91
F,162.13,60.1
F,149.48,54.18
F,168.27,74.2
F,160.21,60.98
F,161.96,60.15
F,158.79,58.59
F,157.04,56.17
F,161.27,55.88
F,154.99,54.63
F,161.26,60.39
F,156.28,53.37
